Image Name,Gabor Features
2NA22S077-K11@1.2.jpg,"[254.97624708850933, 1.750358672064881, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9847389363354, 1.2424988517176487, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9971855590062, 0.4005792560936919, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99764654503105, 0.3475587176023443, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99650621118013, 0.44792636265231894, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9952445652174, 0.5412225729010831, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9853454968944, 1.2985818220829672, 254.9998786878882, 0.024628151420229286, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S077-Q11@1.1.jpg,"[254.85350349378882, 3.5420933120729456, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.95814732142858, 1.55195044309751, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.98990683229815, 0.767583117487257, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.98092973602485, 1.0759787493864816, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9745487189441, 1.1864912927968225, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.98287072981367, 0.9067539391231261, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99014945652175, 0.6609975176549288, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.96333947981367, 1.4577180504626952, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S07P-C12@1.2.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S07P-C15@1.1.jpg,"[254.9554541925466, 1.726580580288933, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99893245341616, 0.1571559935447078, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9984714673913, 0.17847751720334515, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S07P-K12@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S07P-K22@1.2.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S07Z-C11@1.1.jpg,"[254.9996360636646, 0.07388445426068785, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S07Z-K11@14.jpg,"[226.03488936335404, 35.42143603184958, 254.21554736024845, 5.988818914508054, 254.8212344720497, 3.1342520476884124, 254.86958947981367, 2.673828813957422, 254.8793429736025, 2.5649698964839938, 229.846443128882, 32.358752704870625, 254.36874029503105, 5.664577564118401, 254.8023097826087, 3.38675209804319, 254.84661296583852, 2.9773108716502534, 254.85588121118013, 2.884679957089402, 234.0305706521739, 29.44452320290491, 254.47297166149067, 5.285115964455018, 254.7921195652174, 3.4603345206816245, 254.82844041149067, 3.152241135875954, 254.83625291149067, 3.0818207524646035, 230.20462927018633, 32.32643804353149, 254.34049883540374, 5.72614685002556, 254.7899116847826, 3.4148493056420364, 254.83591323757764, 3.0030849224553227, 254.8453513198758, 2.9117214546062087, 226.83707783385094, 34.81638524771284, 254.16280085403727, 6.283164351424997, 254.77928474378882, 3.52002214943428, 254.83372961956522, 3.0494419493598395, 254.84489033385094, 2.941677945642089, 230.2771496506211, 32.28541614837813, 254.37099670031057, 5.5934069854222, 254.79833074534162, 3.405827852763144, 254.8408142468944, 3.0207236720943316, 254.84952445652175, 2.9288218858041253, 234.11330551242236, 29.398625552504708, 254.51824534161491, 5.017357003448723, 254.81560559006212, 3.3182286778832037, 254.84724378881987, 3.038884287671865, 254.85384316770185, 2.976036339710825, 229.91294642857142, 32.32507483692758, 254.39358501552795, 5.466156247993404, 254.8134704968944, 3.255839985557018, 254.85471661490683, 2.870380280626101, 254.8634753493789, 2.780379800493122]"
2NA22S07Z-K12@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S07Z-K13@17.jpg,"[254.99611801242236, 0.4742848408885431, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99735539596273, 0.31557922913003317, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9998786878882, 0.024628151420229286, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99851999223603, 0.30046344732679725, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99779211956522, 0.44823235584817267, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99924786490683, 0.15269453880542155, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99966032608697, 0.06895882397664198, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S07Z-K15@15.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S07Z-N11@16.jpg,"[254.99708850931677, 0.2528779716851912, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99983016304347, 0.034479411988320975, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99910229037266, 0.17267805650449722, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.97311723602485, 1.0473112143646583, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9964576863354, 0.38399798843156935, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99941770186336, 0.11821512681710056, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S082-Q11@16.jpg,"[206.1954338121118, 60.38745900661581, 239.26412072981367, 37.61035289309565, 244.7325310559006, 30.2700599450203, 245.90671098602485, 28.40584602005088, 246.1886645962733, 27.943107017940502, 209.5906929347826, 58.35703389674944, 240.39259025621118, 36.295951845452905, 245.0906929347826, 29.82584144465404, 246.08962538819875, 28.236508986198672, 246.3271545031056, 27.843632537465513, 213.43332686335404, 56.32774880016699, 241.46610539596273, 34.97934680996903, 245.46515916149067, 29.357172950789316, 246.29915566770185, 28.03933962213604, 246.4976222826087, 27.718648252780415, 209.57642663043478, 58.34336138536631, 240.47927989130434, 36.20009626707391, 245.15523097826087, 29.750766940454685, 246.14809782608697, 28.168497252305862, 246.38497185559007, 27.775780794207336, 206.27564538043478, 60.146405107707444, 239.38070166925465, 37.40734912148253, 244.85874417701862, 30.067609346404673, 246.01533385093168, 28.2049159251, 246.2919982531056, 27.74052895749488, 209.80070846273293, 58.238945911878, 240.6174301242236, 35.93255388532557, 245.2708899456522, 29.4433403340568, 246.25417313664596, 27.84916379295648, 246.49031929347825, 27.45447253800047, 213.5891158773292, 56.16387097318619, 241.636112189441, 34.70537121839598, 245.60408579192546, 29.0425800262235, 246.42840159161491, 27.69648920343275, 246.62104522515529, 27.373565091762718, 209.69963121118013, 58.306963522426805, 240.50259607919256, 36.150862282991966, 245.17772224378882, 29.676475635547263, 246.1643051242236, 28.084740563271687, 246.4008152173913, 27.686099440117804]"
2NA22S084-K11@17.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S084-K15@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S08D-L11@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S08D-M11@1.1.jpg,"[254.98556385869566, 1.0369766239562466, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99330357142858, 0.5784730001319464, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S08D-P11@1.1.jpg,"[254.9928668478261, 0.7309614957042372, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99764654503105, 0.28792213957019375, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S08F-Q11@1.1.jpg,"[206.5968070652174, 62.53680355447805, 236.74364324534162, 40.15194214770905, 242.5314440993789, 32.3241184377057, 243.87009899068323, 30.274363500412484, 244.1996554736025, 29.755501162882183, 210.03879561335404, 60.77479751788422, 237.95846273291926, 38.70383974479596, 243.04306579968943, 31.693101801808805, 244.19892760093168, 29.92344657789206, 244.48102678571428, 29.477529029022957, 213.72020574534162, 59.041158031731186, 239.09578804347825, 37.32677245992412, 243.52438373447205, 31.120909415879563, 244.51237383540374, 29.62171392383825, 244.7502426242236, 29.2572210146776, 210.26960403726707, 61.0834053468844, 237.9703513198758, 38.69813693004339, 243.09981560559007, 31.616363837587638, 244.27164208074535, 29.82853704207854, 244.55568225931677, 29.38257807019688, 207.10493497670808, 62.821594810694265, 236.70072302018633, 40.26114754224271, 242.580211568323, 32.28640273769986, 243.94613742236024, 30.206444032520793, 244.27974572981367, 29.682483039528016, 210.1751019021739, 61.118543828274916, 237.8995293090062, 38.88353848347449, 242.9782123447205, 31.812311404509046, 244.13822302018633, 30.02009773531717, 244.42160811335404, 29.572435445442114, 213.60905958850933, 59.148385740797515, 238.97093361801242, 37.568559603388955, 243.3536975931677, 31.330289635330622, 244.34132375776397, 29.814591177526975, 244.57894992236024, 29.44237561039653, 209.98194875776397, 60.88505737706037, 237.88361315993788, 38.92200127108867, 242.90297457298138, 31.92022465955576, 244.05483307453417, 30.139905753000882, 244.3364227484472, 29.69462735715486]"
2NA22S08G-K12@1.1.jpg,"[229.5975349378882, 30.24504200261985, 254.61820652173913, 4.714058040797457, 254.87745050465838, 2.541045060308988, 254.9094283773292, 2.109788081433318, 254.9166100543478, 2.008995617667905, 234.01945846273293, 26.836967706019664, 254.69725349378882, 4.233367186555726, 254.88230298913044, 2.5571782899300373, 254.91008346273293, 2.2254132914063702, 254.91646447981367, 2.145042647168477, 238.5875388198758, 23.743547954888097, 254.74298815993788, 3.8093022990677428, 254.88924204192546, 2.4317019247453246, 254.91098117236024, 2.1743135714568163, 254.91602775621118, 2.1145521615581133, 234.25509510869566, 26.735014745498855, 254.67774650621118, 4.188910109220798, 254.87723214285714, 2.424274293120233, 254.90615295031057, 2.0594274097693535, 254.9127280667702, 1.9739734810198715, 230.2414596273292, 29.217801178581237, 254.59062014751552, 4.676380532342743, 254.86245632763976, 2.5153703789846062, 254.89826766304347, 2.064765814462717, 254.9061286878882, 1.9579466843323068, 234.151737189441, 26.776278957325193, 254.6546729425466, 4.338724834646912, 254.86189829192546, 2.4925350752711, 254.89411878881987, 2.0912784638154736, 254.9011791537267, 1.998813838697942, 238.4282802795031, 23.868598941772483, 254.7146496506211, 3.997691354286145, 254.8658530667702, 2.549049599895497, 254.8896545031056, 2.2703538739434506, 254.89450698757764, 2.208771446295385, 233.83921292701862, 27.016648532787716, 254.6744468167702, 4.294104950959848, 254.87148194875778, 2.5457491051687775, 254.899044060559, 2.178742019616627, 254.90525524068323, 2.0904144639024493]"
2NA22S08G-K14@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S08Q-C11@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S08Q-K11@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S08X-C11@1.1.jpg,"[254.9963363742236, 0.4927769913966125, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S08X-K11@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S08X-K13@1.1.jpg,"[254.99827736801242, 0.24275596069320088, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9996360636646, 0.07388445426068785, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S08X-M11@1.1.jpg,"[254.99832589285714, 0.24155397562795725, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99924786490683, 0.13870665169514634, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S08X-M12@1.1.jpg,"[254.99568128881987, 0.5376731103360695, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9995147515528, 0.09851260568091713, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9979376940994, 0.28385075577274294, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99788916925465, 0.35481439376227925, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99946622670808, 0.10836386624900883, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99936917701862, 0.12323911091809164, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
2NA22S091-K14@1.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
